ISO,Energy,Units,Month,Year,Generation
CAISO,other energy sources,billion kilowatthours,July,2011,0.18
ISO-NE,Natural gas,billion kilowatthours,August,2011,6.31
ISO-NE,Coal,billion kilowatthours,August,2011,0.5
ISO-NE,Nuclear,billion kilowatthours,August,2011,3.36
ISO-NE,Conventional hydropower,billion kilowatthours,August,2011,0.38
ISO-NE,Nonhydro renewables,billion kilowatthours,August,2011,0.53
ISO-NE,other energy sources,billion kilowatthours,August,2011,0.16
NYISO,Natural gas,billion kilowatthours,August,2011,5.84
NYISO,Coal,billion kilowatthours,August,2011,0.95
NYISO,Nuclear,billion kilowatthours,August,2011,3.64
NYISO,Conventional hydropower,billion kilowatthours,August,2011,2.3
NYISO,Nonhydro renewables,billion kilowatthours,August,2011,0.31
NYISO,other energy sources,billion kilowatthours,August,2011,0.12
PJM,Natural gas,billion kilowatthours,August,2011,11.28
PJM,Coal,billion kilowatthours,August,2011,40.58
PJM,Nuclear,billion kilowatthours,August,2011,24.17
PJM,Conventional hydropower,billion kilowatthours,August,2011,0.41
PJM,Nonhydro renewables,billion kilowatthours,August,2011,0.88
PJM,other energy sources,billion kilowatthours,August,2011,0.23
SERC,Natural gas,billion kilowatthours,August,2011,14.9
SERC,Coal,billion kilowatthours,August,2011,33.32
SERC,Nuclear,billion kilowatthours,August,2011,17.41
SERC,Conventional hydropower,billion kilowatthours,August,2011,1.82
SERC,Nonhydro renewables,billion kilowatthours,August,2011,0.2
SERC,other energy sources,billion kilowatthours,August,2011,-0.21
FRCC,Natural gas,billion kilowatthours,August,2011,13.74
FRCC,Coal,billion kilowatthours,August,2011,4.78
FRCC,Nuclear,billion kilowatthours,August,2011,2.17
FRCC,Conventional hydropower,billion kilowatthours,August,2011,0.01
FRCC,Nonhydro renewables,billion kilowatthours,August,2011,0.22
FRCC,other energy sources,billion kilowatthours,August,2011,0.43
MISO,Natural gas,billion kilowatthours,August,2011,12.05
MISO,Coal,billion kilowatthours,August,2011,39.91
MISO,Nuclear,billion kilowatthours,August,2011,9.63
MISO,Conventional hydropower,billion kilowatthours,August,2011,0.68
MISO,Nonhydro renewables,billion kilowatthours,August,2011,1.57
MISO,other energy sources,billion kilowatthours,August,2011,0.69
SPP,Natural gas,billion kilowatthours,August,2011,9
SPP,Coal,billion kilowatthours,August,2011,16.35
SPP,Nuclear,billion kilowatthours,August,2011,1.44
SPP,Conventional hydropower,billion kilowatthours,August,2011,1.56
SPP,Nonhydro renewables,billion kilowatthours,August,2011,0.96
SPP,other energy sources,billion kilowatthours,August,2011,0.09
ERCOT,Natural gas,billion kilowatthours,August,2011,19.16
ERCOT,Coal,billion kilowatthours,August,2011,12.38
ERCOT,Nuclear,billion kilowatthours,August,2011,3.59
ERCOT,Conventional hydropower,billion kilowatthours,August,2011,0.07
ERCOT,Nonhydro renewables,billion kilowatthours,August,2011,1.84
ERCOT,other energy sources,billion kilowatthours,August,2011,0.21
Northwest and Rockies,Natural gas,billion kilowatthours,August,2011,5.46
Northwest and Rockies,Coal,billion kilowatthours,August,2011,13.05
Northwest and Rockies,Nuclear,billion kilowatthours,August,2011,0
Northwest and Rockies,Conventional hydropower,billion kilowatthours,August,2011,13.17
Northwest and Rockies,Nonhydro renewables,billion kilowatthours,August,2011,2.17
Northwest and Rockies,other energy sources,billion kilowatthours,August,2011,0.03
Southwest,Natural gas,billion kilowatthours,August,2011,4.99
Southwest,Coal,billion kilowatthours,August,2011,6.39
Southwest,Nuclear,billion kilowatthours,August,2011,2.63
Southwest,Conventional hydropower,billion kilowatthours,August,2011,1.2
Southwest,Nonhydro renewables,billion kilowatthours,August,2011,0.45
Southwest,other energy sources,billion kilowatthours,August,2011,0.04
CAISO,Natural gas,billion kilowatthours,August,2011,8.54
CAISO,Coal,billion kilowatthours,August,2011,1.42
CAISO,Nuclear,billion kilowatthours,August,2011,3.29
CAISO,Conventional hydropower,billion kilowatthours,August,2011,3.97
CAISO,Nonhydro renewables,billion kilowatthours,August,2011,2.24
CAISO,other energy sources,billion kilowatthours,August,2011,0.14
ISO-NE,Natural gas,billion kilowatthours,September,2011,5.59
ISO-NE,Coal,billion kilowatthours,September,2011,0.11
ISO-NE,Nuclear,billion kilowatthours,September,2011,2.95
ISO-NE,Conventional hydropower,billion kilowatthours,September,2011,0.63
ISO-NE,Nonhydro renewables,billion kilowatthours,September,2011,0.49
ISO-NE,other energy sources,billion kilowatthours,September,2011,0.14
NYISO,Natural gas,billion kilowatthours,September,2011,4.79
NYISO,Coal,billion kilowatthours,September,2011,0.7
NYISO,Nuclear,billion kilowatthours,September,2011,3.75
NYISO,Conventional hydropower,billion kilowatthours,September,2011,2.18
NYISO,Nonhydro renewables,billion kilowatthours,September,2011,0.3
NYISO,other energy sources,billion kilowatthours,September,2011,0.08
PJM,Natural gas,billion kilowatthours,September,2011,9.03
PJM,Coal,billion kilowatthours,September,2011,33.34
PJM,Nuclear,billion kilowatthours,September,2011,21.45
PJM,Conventional hydropower,billion kilowatthours,September,2011,0.69
PJM,Nonhydro renewables,billion kilowatthours,September,2011,1.06
PJM,other energy sources,billion kilowatthours,September,2011,0.15
SERC,Natural gas,billion kilowatthours,September,2011,10.82
SERC,Coal,billion kilowatthours,September,2011,24.54
SERC,Nuclear,billion kilowatthours,September,2011,16.24
SERC,Conventional hydropower,billion kilowatthours,September,2011,1.88
SERC,Nonhydro renewables,billion kilowatthours,September,2011,0.18
SERC,other energy sources,billion kilowatthours,September,2011,-0.18
FRCC,Natural gas,billion kilowatthours,September,2011,12.55
FRCC,Coal,billion kilowatthours,September,2011,3.95
FRCC,Nuclear,billion kilowatthours,September,2011,2.25
FRCC,Conventional hydropower,billion kilowatthours,September,2011,0.01
FRCC,Nonhydro renewables,billion kilowatthours,September,2011,0.18
FRCC,other energy sources,billion kilowatthours,September,2011,0.43
MISO,Natural gas,billion kilowatthours,September,2011,6.15
MISO,Coal,billion kilowatthours,September,2011,32.46
MISO,Nuclear,billion kilowatthours,September,2011,9.36
MISO,Conventional hydropower,billion kilowatthours,September,2011,0.53
MISO,Nonhydro renewables,billion kilowatthours,September,2011,1.89
MISO,other energy sources,billion kilowatthours,September,2011,0.77
SPP,Natural gas,billion kilowatthours,September,2011,4.41
SPP,Coal,billion kilowatthours,September,2011,13.63
SPP,Nuclear,billion kilowatthours,September,2011,1.42
SPP,Conventional hydropower,billion kilowatthours,September,2011,1.31
SPP,Nonhydro renewables,billion kilowatthours,September,2011,1.02
SPP,other energy sources,billion kilowatthours,September,2011,0.08
ERCOT,Natural gas,billion kilowatthours,September,2011,13.22
ERCOT,Coal,billion kilowatthours,September,2011,11.22
ERCOT,Nuclear,billion kilowatthours,September,2011,3.66
ERCOT,Conventional hydropower,billion kilowatthours,September,2011,0.04
ERCOT,Nonhydro renewables,billion kilowatthours,September,2011,1.56
ERCOT,other energy sources,billion kilowatthours,September,2011,0.2
Northwest and Rockies,Natural gas,billion kilowatthours,September,2011,5.17
Northwest and Rockies,Coal,billion kilowatthours,September,2011,11.98
Northwest and Rockies,Nuclear,billion kilowatthours,September,2011,0.01
Northwest and Rockies,Conventional hydropower,billion kilowatthours,September,2011,9.85
Northwest and Rockies,Nonhydro renewables,billion kilowatthours,September,2011,1.6
Northwest and Rockies,other energy sources,billion kilowatthours,September,2011,0.02
Southwest,Natural gas,billion kilowatthours,September,2011,3.52
Southwest,Coal,billion kilowatthours,September,2011,6.28
Southwest,Nuclear,billion kilowatthours,September,2011,2.81
Southwest,Conventional hydropower,billion kilowatthours,September,2011,0.85
Southwest,Nonhydro renewables,billion kilowatthours,September,2011,0.45
Southwest,other energy sources,billion kilowatthours,September,2011,0.03
CAISO,Natural gas,billion kilowatthours,September,2011,8.75
CAISO,Coal,billion kilowatthours,September,2011,1.3
CAISO,Nuclear,billion kilowatthours,September,2011,2.96
CAISO,Conventional hydropower,billion kilowatthours,September,2011,3.19
CAISO,Nonhydro renewables,billion kilowatthours,September,2011,1.74
CAISO,other energy sources,billion kilowatthours,September,2011,0.08
ISO-NE,Natural gas,billion kilowatthours,October,2011,5.21
ISO-NE,Coal,billion kilowatthours,October,2011,0.18
ISO-NE,Nuclear,billion kilowatthours,October,2011,1.69
ISO-NE,Conventional hydropower,billion kilowatthours,October,2011,0.76
ISO-NE,Nonhydro renewables,billion kilowatthours,October,2011,0.49
ISO-NE,other energy sources,billion kilowatthours,October,2011,0.12
NYISO,Natural gas,billion kilowatthours,October,2011,4.49
NYISO,Coal,billion kilowatthours,October,2011,0.46
NYISO,Nuclear,billion kilowatthours,October,2011,3.85
NYISO,Conventional hydropower,billion kilowatthours,October,2011,2.31
NYISO,Nonhydro renewables,billion kilowatthours,October,2011,0.39
NYISO,other energy sources,billion kilowatthours,October,2011,0.06
PJM,Natural gas,billion kilowatthours,October,2011,8.53
PJM,Coal,billion kilowatthours,October,2011,28.77
PJM,Nuclear,billion kilowatthours,October,2011,20.65
PJM,Conventional hydropower,billion kilowatthours,October,2011,0.86
PJM,Nonhydro renewables,billion kilowatthours,October,2011,1.34
PJM,other energy sources,billion kilowatthours,October,2011,0.2
SERC,Natural gas,billion kilowatthours,October,2011,10.5
SERC,Coal,billion kilowatthours,October,2011,19.91
SERC,Nuclear,billion kilowatthours,October,2011,16.07
SERC,Conventional hydropower,billion kilowatthours,October,2011,1.66
SERC,Nonhydro renewables,billion kilowatthours,October,2011,0.14
SERC,other energy sources,billion kilowatthours,October,2011,-0.15
FRCC,Natural gas,billion kilowatthours,October,2011,10.44
FRCC,Coal,billion kilowatthours,October,2011,3.08
FRCC,Nuclear,billion kilowatthours,October,2011,1.85
FRCC,Conventional hydropower,billion kilowatthours,October,2011,0.01
FRCC,Nonhydro renewables,billion kilowatthours,October,2011,0.19
FRCC,other energy sources,billion kilowatthours,October,2011,0.3
MISO,Natural gas,billion kilowatthours,October,2011,5.95
MISO,Coal,billion kilowatthours,October,2011,31.84
MISO,Nuclear,billion kilowatthours,October,2011,8.37
MISO,Conventional hydropower,billion kilowatthours,October,2011,0.5
MISO,Nonhydro renewables,billion kilowatthours,October,2011,3.03
MISO,other energy sources,billion kilowatthours,October,2011,0.53
SPP,Natural gas,billion kilowatthours,October,2011,3.55
SPP,Coal,billion kilowatthours,October,2011,12.93
SPP,Nuclear,billion kilowatthours,October,2011,1.49
SPP,Conventional hydropower,billion kilowatthours,October,2011,0.96
SPP,Nonhydro renewables,billion kilowatthours,October,2011,1.59
SPP,other energy sources,billion kilowatthours,October,2011,0.07
ERCOT,Natural gas,billion kilowatthours,October,2011,9.11
ERCOT,Coal,billion kilowatthours,October,2011,9.52
ERCOT,Nuclear,billion kilowatthours,October,2011,3.09
ERCOT,Conventional hydropower,billion kilowatthours,October,2011,0.02
ERCOT,Nonhydro renewables,billion kilowatthours,October,2011,2.45
ERCOT,other energy sources,billion kilowatthours,October,2011,0.17
Northwest and Rockies,Natural gas,billion kilowatthours,October,2011,4.27
Northwest and Rockies,Coal,billion kilowatthours,October,2011,11.54
Northwest and Rockies,Nuclear,billion kilowatthours,October,2011,0.81
Northwest and Rockies,Conventional hydropower,billion kilowatthours,October,2011,9.52
Northwest and Rockies,Nonhydro renewables,billion kilowatthours,October,2011,2.29
Northwest and Rockies,other energy sources,billion kilowatthours,October,2011,0.04
Southwest,Natural gas,billion kilowatthours,October,2011,2.77
Southwest,Coal,billion kilowatthours,October,2011,5.64
Southwest,Nuclear,billion kilowatthours,October,2011,2.12
Southwest,Conventional hydropower,billion kilowatthours,October,2011,0.73
Southwest,Nonhydro renewables,billion kilowatthours,October,2011,0.5
Southwest,other energy sources,billion kilowatthours,October,2011,0.02
CAISO,Natural gas,billion kilowatthours,October,2011,6.83
CAISO,Coal,billion kilowatthours,October,2011,1.42
CAISO,Nuclear,billion kilowatthours,October,2011,3.36
CAISO,Conventional hydropower,billion kilowatthours,October,2011,2.24
CAISO,Nonhydro renewables,billion kilowatthours,October,2011,1.66
CAISO,other energy sources,billion kilowatthours,October,2011,0.01
ISO-NE,Natural gas,billion kilowatthours,November,2011,4.97
ISO-NE,Coal,billion kilowatthours,November,2011,0.2
ISO-NE,Nuclear,billion kilowatthours,November,2011,2.47
ISO-NE,Conventional hydropower,billion kilowatthours,November,2011,0.56
ISO-NE,Nonhydro renewables,billion kilowatthours,November,2011,0.52
ISO-NE,other energy sources,billion kilowatthours,November,2011,0.14
NYISO,Natural gas,billion kilowatthours,November,2011,4.01
NYISO,Coal,billion kilowatthours,November,2011,0.2
NYISO,Nuclear,billion kilowatthours,November,2011,3.76
NYISO,Conventional hydropower,billion kilowatthours,November,2011,2.51
NYISO,Nonhydro renewables,billion kilowatthours,November,2011,0.48
NYISO,other energy sources,billion kilowatthours,November,2011,0.06
PJM,Natural gas,billion kilowatthours,November,2011,8.1
PJM,Coal,billion kilowatthours,November,2011,28.15
PJM,Nuclear,billion kilowatthours,November,2011,21.86
PJM,Conventional hydropower,billion kilowatthours,November,2011,0.71
PJM,Nonhydro renewables,billion kilowatthours,November,2011,1.88
PJM,other energy sources,billion kilowatthours,November,2011,0.2
SERC,Natural gas,billion kilowatthours,November,2011,10.56
SERC,Coal,billion kilowatthours,November,2011,19
SERC,Nuclear,billion kilowatthours,November,2011,16.44
SERC,Conventional hydropower,billion kilowatthours,November,2011,2.28
SERC,Nonhydro renewables,billion kilowatthours,November,2011,0.13
SERC,other energy sources,billion kilowatthours,November,2011,-0.11
FRCC,Natural gas,billion kilowatthours,November,2011,9.35
FRCC,Coal,billion kilowatthours,November,2011,3.03
FRCC,Nuclear,billion kilowatthours,November,2011,1.97
FRCC,Conventional hydropower,billion kilowatthours,November,2011,0.01
FRCC,Nonhydro renewables,billion kilowatthours,November,2011,0.21
FRCC,other energy sources,billion kilowatthours,November,2011,0.17
MISO,Natural gas,billion kilowatthours,November,2011,6.15
MISO,Coal,billion kilowatthours,November,2011,30.36
MISO,Nuclear,billion kilowatthours,November,2011,7.68
MISO,Conventional hydropower,billion kilowatthours,November,2011,0.51
MISO,Nonhydro renewables,billion kilowatthours,November,2011,3.51
MISO,other energy sources,billion kilowatthours,November,2011,0.48
SPP,Natural gas,billion kilowatthours,November,2011,3.35
SPP,Coal,billion kilowatthours,November,2011,12.4
SPP,Nuclear,billion kilowatthours,November,2011,1.43
SPP,Conventional hydropower,billion kilowatthours,November,2011,1.14
SPP,Nonhydro renewables,billion kilowatthours,November,2011,1.82
SPP,other energy sources,billion kilowatthours,November,2011,0.09
ERCOT,Natural gas,billion kilowatthours,November,2011,7.85
ERCOT,Coal,billion kilowatthours,November,2011,8.76
ERCOT,Nuclear,billion kilowatthours,November,2011,2.91
ERCOT,Conventional hydropower,billion kilowatthours,November,2011,0.01
ERCOT,Nonhydro renewables,billion kilowatthours,November,2011,2.61
ERCOT,other energy sources,billion kilowatthours,November,2011,0.15
Northwest and Rockies,Natural gas,billion kilowatthours,November,2011,5.01
Northwest and Rockies,Coal,billion kilowatthours,November,2011,11.35
Northwest and Rockies,Nuclear,billion kilowatthours,November,2011,0.75
Northwest and Rockies,Conventional hydropower,billion kilowatthours,November,2011,9.91
Northwest and Rockies,Nonhydro renewables,billion kilowatthours,November,2011,2.57
Northwest and Rockies,other energy sources,billion kilowatthours,November,2011,0.04
Southwest,Natural gas,billion kilowatthours,November,2011,1.96
Southwest,Coal,billion kilowatthours,November,2011,5.53
Southwest,Nuclear,billion kilowatthours,November,2011,1.93
Southwest,Conventional hydropower,billion kilowatthours,November,2011,0.83
Southwest,Nonhydro renewables,billion kilowatthours,November,2011,0.55
Southwest,other energy sources,billion kilowatthours,November,2011,0.01
CAISO,Natural gas,billion kilowatthours,November,2011,6.61
CAISO,Coal,billion kilowatthours,November,2011,1.22
CAISO,Nuclear,billion kilowatthours,November,2011,3.27
CAISO,Conventional hydropower,billion kilowatthours,November,2011,1.93
CAISO,Nonhydro renewables,billion kilowatthours,November,2011,1.64
CAISO,other energy sources,billion kilowatthours,November,2011,0.08
ISO-NE,Natural gas,billion kilowatthours,December,2011,4.67
ISO-NE,Coal,billion kilowatthours,December,2011,0.34
ISO-NE,Nuclear,billion kilowatthours,December,2011,3.22
ISO-NE,Conventional hydropower,billion kilowatthours,December,2011,0.74
ISO-NE,Nonhydro renewables,billion kilowatthours,December,2011,0.56
ISO-NE,other energy sources,billion kilowatthours,December,2011,0.16
NYISO,Natural gas,billion kilowatthours,December,2011,4.36
NYISO,Coal,billion kilowatthours,December,2011,0.24
